,Unnamed: 0,tradeTypeName,rentPrc,dealOrWarrantPrc,area2,floorInfo,direction,latitude,longitude,flow_pop,bus_N,parking_N,bicycle_N,subway_N,kor_N,jap_N,west_N,ch_N,bake_N,cafe_N
382,382,월세,160,"2,000",7.9,1/5,북서향,37.562355,126.920091,2317,30,1,3,0,29,45,60,23,29,222
383,383,월세,120,"2,000",6.0,1/5,남동향,37.563944,126.92455,943,15,1,3,0,28,71,90,29,37,266
384,384,월세,90,"2,000",5.4,4/4,남향,37.561743,126.925266,1238,16,1,4,0,33,78,101,37,43,243
385,385,월세,170,"2,000",14.8,1/1,남동향,37.559345,126.918507,1268,34,1,5,0,25,24,18,23,21,57
386,386,월세,260,"3,000",20.0,B1/3,남향,37.56207,126.925007,1140,15,1,3,0,33,79,101,36,44,251
387,387,월세,310,"3,000",20.0,1/3,남향,37.56207,126.925007,1140,15,1,3,0,33,79,101,36,44,251
388,388,월세,100,"1,500",10.0,B1/2,남서향,37.564368,126.917065,871,32,0,5,1,4,6,10,2,13,78
389,389,월세,480,"4,000",37.8,2/5,,37.563392,126.925273,1319,14,1,2,0,27,72,93,31,38,251
390,390,월세,180,"3,000",10.0,3/4,서향,37.562183,126.924832,1203,17,1,3,0,33,79,100,36,44,257
391,391,월세,180,"3,000",8.8,2/4,서향,37.562183,126.924832,1203,17,1,3,0,33,79,100,36,44,257
392,392,월세,210,"3,000",8.5,1/1,남동향,37.566375,126.920092,879,16,0,4,1,2,11,16,2,14,123
393,393,월세,250,"3,000",16.3,3/4,북동향,37.56634,126.919972,877,17,0,4,1,2,11,16,2,14,125
394,394,월세,250,"3,000",10.0,B1/4,남향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
395,395,월세,120,"2,000",7.9,1/4,북서향,37.564134,126.926598,1525,10,1,2,0,20,63,77,27,29,227
396,396,월세,390,"5,000",18.8,1/3,,37.561403,126.924733,1319,20,1,5,1,34,79,102,40,44,246
397,397,월세,100,"1,500",10.0,B1/3,서향,37.564368,126.917065,871,32,0,5,1,4,6,10,2,13,78
398,398,월세,230,"3,000",10.9,3/4,,37.56634,126.919972,877,17,0,4,1,2,11,16,2,14,125
399,399,월세,130,"2,000",4.8,1/5,남동향,37.560631,126.920559,953,33,1,7,0,37,56,68,33,37,155
400,400,월세,170,"2,000",10.6,B1/4,,37.562528,126.924938,1161,15,1,3,0,33,78,100,36,43,258
401,401,월세,330,"3,900",10.0,1/3,서향,37.56162,126.925672,1176,16,1,4,1,32,78,100,38,44,237
402,402,월세,170,"2,000",10.6,B1/3,,37.562528,126.924938,1161,15,1,3,0,33,78,100,36,43,258
403,403,월세,90,"1,000",9.1,2/3,남서향,37.565727,126.921592,975,18,0,3,0,11,27,32,12,22,184
404,404,월세,350,"5,000",6.7,1/3,남동향,37.561711,126.924139,1797,20,1,4,0,34,79,103,39,44,260
405,405,월세,290,"3,000",22.1,1/4,북향,37.563725,126.92614,1399,12,1,2,0,24,68,84,28,34,237
406,406,월세,150,"2,000",6.4,4/4,남향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
407,407,월세,290,"4,000",15.7,1/3,북향,37.560935,126.924803,1600,20,1,5,1,37,76,100,43,47,230
408,408,월세,300,"5,000",28.7,4/5,남향,37.564409,126.921286,1141,21,1,3,0,19,50,57,17,26,244
409,409,월세,320,"5,000",29.9,1/3,남동향,37.564494,126.921422,1096,20,1,3,0,19,53,57,19,26,247
410,410,월세,410,"5,000",34.8,3/5,남향,37.564409,126.921286,1141,21,1,3,0,19,50,57,17,26,244
411,411,월세,680,1억,34.8,2/5,남향,37.564409,126.921286,1141,21,1,3,0,19,50,57,17,26,244
412,412,월세,400,"5,000",39.9,B1/5,남향,37.564409,126.921286,1141,21,1,3,0,19,50,57,17,26,244
413,413,월세,520,1억,25.1,1/5,남향,37.564409,126.921286,1141,21,1,3,0,19,50,57,17,26,244
414,414,월세,290,"4,000",20.0,2/4,남서향,37.56044,126.925495,1277,18,2,4,1,43,74,96,48,45,202
415,415,월세,180,"2,000",12.7,B1/5,,37.561568,126.92616,1139,14,1,3,1,32,74,98,37,43,225
416,416,월세,160,"2,500",7.3,B1/2,남향,37.562117,126.926043,1140,14,1,3,0,31,76,98,35,40,233
417,417,월세,380,"5,000",23.6,B1/4,,37.560691,126.924788,1448,20,2,5,1,41,75,95,47,46,219
418,418,월세,230,"3,000",11.5,3/3,,37.561069,126.924555,1509,20,1,5,1,36,78,102,43,45,240
419,419,월세,90,"1,000",8.8,B1/4,북동향,37.562748,126.918298,845,30,0,3,0,7,12,17,6,21,136
420,420,월세,250,"3,000",19.7,1/4,동향,37.564018,126.920283,1702,21,1,3,0,15,33,39,12,26,210
421,421,월세,210,"3,000",8.5,1/1,북동향,37.566375,126.920092,879,16,0,4,1,2,11,16,2,14,123
422,422,월세,250,"4,000",23.6,2/4,동향,37.562116,126.925874,1140,13,1,3,0,32,77,100,35,40,238
423,423,월세,130,"1,500",10.0,2/3,서향,37.561976,126.926352,1378,12,1,3,0,30,73,98,35,40,228
424,424,월세,130,"2,000",10.9,2/4,,37.562449,126.92466,1533,16,1,3,0,33,78,100,36,44,260
425,425,월세,220,"2,000",11.8,2/5,남동향,37.56152,126.925741,1176,16,1,4,1,32,78,100,38,44,232
426,426,월세,160,"2,000",7.9,1/5,북서향,37.562355,126.920091,2317,30,1,3,0,29,45,60,23,29,222
427,427,월세,800,1억,115.9,4/4,남서향,37.558704,126.918276,1710,42,2,4,0,21,24,19,23,18,45
428,428,월세,"1,000",1억,109.5,B1/4,남서향,37.558704,126.918276,1710,42,2,4,0,21,24,19,23,18,45
429,429,월세,200,"3,000",8.8,2/4,서향,37.562183,126.924832,1203,17,1,3,0,33,79,100,36,44,257
430,430,월세,100,"2,000",7.0,4/4,서향,37.562183,126.924832,1203,17,1,3,0,33,79,100,36,44,257
431,431,월세,200,"3,000",10.0,3/4,서향,37.562183,126.924832,1203,17,1,3,0,33,79,100,36,44,257
432,432,월세,130,"2,000",7.9,1/4,남서향,37.563381,126.926123,1441,12,1,2,0,27,69,89,31,34,240
433,433,월세,260,"3,000",20.0,B1/3,남향,37.56207,126.925007,1140,15,1,3,0,33,79,101,36,44,251
434,434,월세,230,"3,000",23.9,1/5,남동향,37.560504,126.921764,1038,34,1,8,1,39,73,97,41,47,214
435,435,월세,290,"4,000",20.6,2/3,남향,37.560935,126.924803,1600,20,1,5,1,37,76,100,43,47,230
436,436,월세,570,8억,33.3,1/5,동향,37.559813,126.920612,958,39,2,8,0,37,52,62,33,35,122
437,437,월세,350,"5,000",24.8,1/4,남향,37.56554,126.923336,907,16,0,3,0,16,47,55,20,25,229
438,438,월세,"2,600",3억,161.5,1/5,남서향,37.564409,126.921286,1141,21,1,3,0,19,50,57,17,26,244
439,439,월세,210,"3,000",10.6,1/3,북서향,37.561856,126.926786,1019,12,1,2,0,29,71,96,32,37,206
440,440,월세,300,"3,000",20.0,3/3,남향,37.562925,126.926168,1305,12,1,2,0,27,70,96,31,39,240
441,441,월세,250,"3,000",19.7,1/4,동향,37.564018,126.920283,1702,21,1,3,0,15,33,39,12,26,210
442,442,월세,160,"2,000",16.9,4/4,서향,37.562873,126.92542,1338,13,1,2,0,29,74,98,32,41,251
443,443,월세,100,"1,000",8.5,B1/5,북서향,37.562977,126.925251,1387,14,1,2,0,30,73,98,31,42,255
444,444,월세,200,"3,000",12.4,4/4,,37.561952,126.924528,1205,19,1,3,0,33,79,101,37,44,257
445,445,월세,180,"3,000",21.8,3/6,북동향,37.562574,126.926563,1497,10,1,3,0,27,68,97,31,36,225
446,446,월세,400,"5,000",23.9,1/4,남서향,37.562554,126.925288,1153,13,1,3,0,32,78,100,35,43,254
447,447,월세,450,"5,000",29.6,1/5,남향,37.55927,126.921055,1876,38,3,8,1,43,55,71,46,37,112
448,448,월세,170,"2,000",14.8,B1/2,남향,37.56285,126.926052,1302,12,1,2,0,27,71,98,31,39,240
449,449,월세,200,"2,500",12.1,2/3,동향,37.561803,126.926469,1378,12,1,3,0,30,71,98,36,38,221
450,450,월세,260,"4,000",24.5,B1/4,서향,37.563093,126.925582,1338,13,1,2,0,27,71,97,31,39,246
451,451,월세,260,"4,000",24.5,B1/4,동향,37.563093,126.925582,1338,13,1,2,0,27,71,97,31,39,246
452,452,월세,190,"3,000",10.6,B1/3,동향,37.560579,126.923681,1416,21,2,5,1,45,79,99,51,46,228
453,453,월세,260,"4,000",24.5,B1/4,북향,37.563093,126.925582,1338,13,1,2,0,27,71,97,31,39,246
454,454,월세,250,"3,000",14.5,1/2,남서향,37.56297,126.926575,1124,10,1,2,0,27,67,92,31,38,228
455,455,월세,230,"3,000",11.8,B1/3,남향,37.560609,126.925422,1302,17,2,4,1,41,74,95,45,47,207
456,456,월세,100,"1,500",10.0,B1/2,남서향,37.564368,126.917065,871,32,0,5,1,4,6,10,2,13,78
457,457,월세,360,"5,000",23.6,B1/4,북향,37.560691,126.924788,1448,20,2,5,1,41,75,95,47,46,219
458,458,월세,330,"5,000",21.5,1/3,남향,37.561069,126.924555,1509,20,1,5,1,36,78,102,43,45,240
459,459,월세,"1,000",1억,31.5,B1/4,남향,37.558704,126.918276,1710,42,2,4,0,21,24,19,23,18,45
460,460,월세,280,"2,000",22.4,1/5,남향,37.560154,126.919052,966,31,1,5,0,26,27,27,21,25,80
461,461,월세,230,"3,000",16.9,2/4,서향,37.561559,126.925483,1285,17,1,4,1,32,79,100,38,45,239
462,462,월세,170,"2,000",13.0,B1/2,북향,37.560927,126.924949,1600,18,1,5,1,37,76,99,43,46,224
463,463,월세,80,"1,000",14.8,2/5,북동향,37.561109,126.920106,919,30,1,6,0,35,44,59,26,37,158
464,464,월세,190,"3,000",10.0,B1/3,북동향,37.560579,126.923681,1416,21,2,5,1,45,79,99,51,46,228
465,465,월세,200,"2,500",10.0,2/3,남향,37.560609,126.925422,1302,17,2,4,1,41,74,95,45,47,207
466,466,월세,110,"1,000",8.8,1/3,남서향,37.561578,126.919992,913,30,1,5,0,32,39,54,23,32,174
467,467,월세,130,200,4.8,1/5,남동향,37.560631,126.920559,953,33,1,7,0,37,56,68,33,37,155
468,468,월세,220,"2,000",11.8,2/5,남동향,37.56152,126.925741,1176,16,1,4,1,32,78,100,38,44,232
469,469,월세,150,"1,500",10.0,1/3,남서향,37.561264,126.920281,902,29,1,5,0,34,50,66,27,36,179
470,470,월세,210,"3,000",8.5,1/1,동향,37.566375,126.920092,879,16,0,4,1,2,11,16,2,14,123
471,471,월세,550,"6,000",20.9,1/1,북동향,37.564745,126.923046,934,18,1,3,0,21,62,76,24,32,272
472,472,월세,600,"7,000",24.2,2/4,동향,37.561072,126.924097,1509,21,1,5,1,36,80,103,41,45,244
473,473,월세,500,"6,000",24.2,3/4,동향,37.561072,126.924097,1509,21,1,5,1,36,80,103,41,45,244
474,474,월세,500,"6,000",24.2,4/4,동향,37.561072,126.924097,1509,21,1,5,1,36,80,103,41,45,244
475,475,월세,500,"5,000",27.8,2/2,남서향,37.565327,126.922203,970,19,0,3,0,16,42,48,17,23,224
476,476,월세,500,"6,000",24.8,B1/4,남동향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
477,477,월세,100,"1,500",10.0,B1/2,서향,37.564368,126.917065,871,32,0,5,1,4,6,10,2,13,78
478,478,월세,300,"4,500",33.0,2/4,남동향,37.564227,126.922549,975,18,1,3,0,24,65,82,26,34,283
479,479,월세,200,"2,500",14.8,B1/2,남향,37.560965,126.925299,1136,18,1,5,1,36,76,98,42,44,221
480,480,월세,160,"2,500",7.3,B1/2,남향,37.562117,126.926043,1140,14,1,3,0,31,76,98,35,40,233
481,481,월세,320,"3,000",23.6,2/3,남향,37.560849,126.924547,1600,21,1,5,1,40,77,100,43,47,228
482,482,월세,220,"3,000",11.2,1/3,,37.561856,126.926786,1019,12,1,2,0,29,71,96,32,37,206
483,483,월세,360,"5,000",23.6,B1/4,북향,37.560639,126.924758,1448,21,2,4,1,41,76,96,47,46,215
484,484,월세,160,"2,000",7.9,1/2,북동향,37.559379,126.918473,1225,33,1,5,0,24,24,17,23,21,57
485,485,월세,250,"3,000",20.0,1/2,남향,37.56297,126.926575,1124,10,1,2,0,27,67,92,31,38,228
486,486,월세,180,"3,000",17.8,4/4,남향,37.562742,126.925363,1338,13,1,3,0,31,75,98,34,42,253
487,487,월세,"1,600","1억 9,000",74.4,1/4,남서향,37.564639,126.924998,1305,14,1,3,0,20,63,80,26,30,255
488,488,월세,250,"3,000",12.7,B1/4,동향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
489,489,월세,300,"3,600",12.7,2/4,동향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
490,490,월세,220,"3,000",12.7,1/2,남동향,37.56285,126.926052,1302,12,1,2,0,27,71,98,31,39,240
491,491,월세,200,"2,400",12.7,3/4,동향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
492,492,월세,450,"5,000",19.1,B1/2,남향,37.564639,126.924998,1305,14,1,3,0,20,63,80,26,30,255
493,493,월세,200,"2,500",11.2,4/4,남동향,37.561852,126.92462,1240,19,1,4,0,33,79,101,38,44,251
494,494,월세,260,"3,100",14.8,2/3,북서향,37.56162,126.925672,1176,16,1,4,1,32,78,100,38,44,237
495,495,월세,600,"7,200",23.3,2/4,동향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
496,496,월세,420,"5,000",12.7,B1/3,북서향,37.56162,126.925672,1176,16,1,4,1,32,78,100,38,44,237
497,497,월세,250,"3,000",11.8,B1/4,동향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
498,498,월세,150,"2,000",22.1,4/4,동향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
499,499,월세,500,"6,000",24.8,B1/4,동향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
500,500,월세,110,"1,500",11.2,B1/2,서향,37.564368,126.917065,871,32,0,5,1,4,6,10,2,13,78
501,501,월세,100,"1,500",10.0,B1/2,서향,37.564368,126.917065,871,32,0,5,1,4,6,10,2,13,78
502,502,월세,300,"4,000",20.0,3/3,남서향,37.562763,126.925724,1344,12,1,3,0,29,74,98,32,41,249
503,503,월세,200,"2,000",9.1,B1/5,동향,37.565509,126.921677,998,18,0,3,0,15,33,36,14,22,205
504,504,월세,150,"2,000",7.6,B1/5,동향,37.565509,126.921677,998,18,0,3,0,15,33,36,14,22,205
505,505,월세,220,"3,000",21.2,3/4,남서향,37.562703,126.924317,1055,16,1,3,0,33,78,99,36,43,266
506,506,월세,250,"3,000",34.5,B1/4,동향,37.561072,126.924097,1509,21,1,5,1,36,80,103,41,45,244
507,507,월세,500,"6,000",24.2,4/4,동향,37.561072,126.924097,1509,21,1,5,1,36,80,103,41,45,244
508,508,월세,360,"4,000",29.9,4/5,남동향,37.562831,126.924535,1363,16,1,2,0,33,75,99,34,43,264
509,509,월세,200,"2,000",29.3,2/4,동향,37.559796,126.921363,1037,36,3,8,1,42,65,82,45,35,150
510,510,월세,240,"3,000",26.3,2/4,남향,37.561538,126.924691,1319,19,1,5,1,34,79,103,40,45,250
511,511,월세,380,"7,000",31.8,1/5,,37.561109,126.920106,919,30,1,6,0,35,44,59,26,37,158
512,512,월세,420,"5,000",84.1,4/6,북서향,37.563599,126.920627,1702,21,1,3,0,22,49,57,17,29,240
513,513,월세,290,"4,000",20.6,1/3,북향,37.560935,126.924803,1600,20,1,5,1,37,76,100,43,47,230
514,514,월세,260,"4,000",24.5,B1/4,남서향,37.563093,126.925582,1338,13,1,2,0,27,71,97,31,39,246
515,515,월세,200,"3,000",10.3,1/2,남서향,37.560965,126.925299,1136,18,1,5,1,36,76,98,42,44,221
516,516,월세,600,"7,000",24.2,2/4,동향,37.561072,126.924097,1509,21,1,5,1,36,80,103,41,45,244
517,517,월세,130,"2,000",7.9,B1/2,남서향,37.563097,126.925815,1344,12,1,2,0,27,71,96,31,39,243
518,518,월세,274,"3,000",11.8,1/2,남동향,37.56285,126.926052,1302,12,1,2,0,27,71,98,31,39,240
519,519,월세,280,"5,000",24.8,2/4,북동향,37.562922,126.92574,1344,12,1,2,0,27,71,98,31,39,245
520,520,월세,280,"3,000",16.6,1/4,북동향,37.562922,126.925313,1319,14,1,2,0,30,74,98,32,42,253
521,521,월세,280,"2,000",16.3,2/5,북동향,37.560154,126.919052,966,31,1,5,0,26,27,27,21,25,80
522,522,월세,90,"1,000",7.9,3/5,남향,37.565727,126.921592,975,18,0,3,0,11,27,32,12,22,184
523,523,월세,220,"3,000",10.0,2/3,,37.561856,126.926786,1019,12,1,2,0,29,71,96,32,37,206
524,524,월세,450,"5,000",23.0,1/5,동향,37.56661,126.918006,1068,17,0,4,1,1,7,12,2,7,75
525,525,월세,400,"5,000",24.2,1/4,동향,37.562554,126.925288,1153,13,1,3,0,32,78,100,35,43,254
526,526,월세,300,"3,000",13.6,1/5,북서향,37.561654,126.92627,1139,13,1,3,0,32,73,99,36,40,223
527,527,월세,290,"4,000",20.0,2/4,남서향,37.56044,126.925495,1277,18,2,4,1,43,74,96,48,45,202
528,528,월세,121,"1,500",10.0,1/4,북서향,37.563199,126.926528,1124,10,1,2,0,27,68,89,31,34,230
529,529,월세,320,"3,000",21.5,B1/5,북동향,37.56251,126.924108,1136,16,1,3,0,33,79,99,36,44,266
530,530,월세,450,"5,000",24.5,1/5,북동향,37.564166,126.91916,964,24,0,3,0,5,17,20,5,23,159
531,531,월세,200,"3,000",20.0,3/4,남향,37.562702,126.924956,1417,15,1,3,0,33,78,99,34,43,258
532,532,월세,300,"3,000",10.0,B1/4,북동향,37.562458,126.925371,1153,13,1,3,0,32,78,100,35,43,254
533,533,월세,250,"3,000",16.3,3/4,북동향,37.56634,126.919972,877,17,0,4,1,2,11,16,2,14,125
534,534,월세,180,"2,000",16.0,2/3,동향,37.562103,126.926197,1140,12,1,3,0,31,75,98,35,40,231
535,535,월세,180,"3,000",10.0,2/3,북동향,37.560579,126.923681,1416,21,2,5,1,45,79,99,51,46,228
536,536,월세,145,"2,000",13.9,4/4,,37.562257,126.925545,1153,12,1,3,0,32,77,100,35,43,248
537,537,월세,350,"4,000",23.9,2/3,남향,37.562925,126.926168,1305,12,1,2,0,27,70,96,31,39,240
538,538,월세,490,"6,000",28.1,1/3,동향,37.561803,126.926469,1378,12,1,3,0,30,71,98,36,38,221
539,539,월세,220,"3,000",12.7,1/2,남동향,37.56285,126.926052,1302,12,1,2,0,27,71,98,31,39,240
540,540,월세,"1,000",1억,129.8,B1/4,남향,37.558704,126.918276,1710,42,2,4,0,21,24,19,23,18,45
541,541,월세,270,"3,500",23.6,B1/4,동향,37.560639,126.924758,1448,21,2,4,1,41,76,96,47,46,215
542,542,월세,"1,500",2억,97.7,1/4,동향,37.561382,126.924111,1514,21,1,5,1,35,80,104,40,46,255
543,543,월세,145,"2,500",10.9,B1/3,남서향,37.565725,126.923511,890,14,0,3,0,16,41,53,19,24,222
544,544,월세,50,"1,000",7.3,B1/2,남향,37.565184,126.923483,909,17,1,3,0,20,56,69,23,28,255
545,545,월세,100,"1,500",10.0,B1/2,서향,37.564368,126.917065,871,32,0,5,1,4,6,10,2,13,78
546,546,월세,274,"3,000",11.8,1/2,남향,37.56285,126.926052,1302,12,1,2,0,27,71,98,31,39,240
547,547,월세,130,"3,000",15.1,2/4,,37.562937,126.925977,1302,12,1,2,0,27,71,98,31,39,243
548,548,월세,230,"3,000",15.1,2/4,,37.562937,126.925977,1302,12,1,2,0,27,71,98,31,39,243
549,549,월세,300,"3,000",20.0,3/3,북동향,37.562925,126.926168,1305,12,1,2,0,27,70,96,31,39,240
550,550,월세,230,"3,000",13.6,1/1,동향,37.566215,126.920623,902,17,0,3,0,2,11,16,2,15,135
551,551,월세,121,"1,500",10.0,1/4,남동향,37.563199,126.926528,1124,10,1,2,0,27,68,89,31,34,230
552,552,월세,130,"2,000",7.9,B1/2,남서향,37.563097,126.925815,1344,12,1,2,0,27,71,96,31,39,243
553,553,월세,200,"3,000",10.3,1/2,남서향,37.560965,126.925299,1136,18,1,5,1,36,76,98,42,44,221
554,554,월세,90,"1,000",25.7,B1/4,북동향,37.563725,126.92614,1399,12,1,2,0,24,68,84,28,34,237
555,555,월세,350,"4,000",10.0,1/4,남향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
556,556,월세,270,"3,000",10.3,2/4,동향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
557,557,월세,400,"4,800",24.8,3/4,남동향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
558,558,월세,180,"1,500",13.9,1/2,남향,37.561586,126.91812,2303,29,0,5,0,8,14,11,10,19,83
559,559,월세,500,"7,000",34.8,1/5,동향,37.565563,126.92397,879,15,0,3,0,15,50,61,20,26,242
560,560,월세,200,"2,000",14.8,1/4,동향,37.560726,126.920469,953,31,1,6,0,37,56,68,33,37,156
561,561,월세,190,"3,500",15.7,1/5,,37.561109,126.920106,919,30,1,6,0,35,44,59,26,37,158
562,562,월세,150,"3,000",12.1,1/4,남향,37.56533,126.92412,902,16,1,3,0,16,55,68,23,26,250
563,563,월세,260,"3,000",20.0,B1/3,남향,37.56207,126.925007,1140,15,1,3,0,33,79,101,36,44,251
564,564,월세,140,"3,000",15.4,1/2,남향,37.565271,126.924641,910,15,1,3,0,19,55,71,23,27,248
565,565,월세,350,"5,000",29.6,2/4,남향,37.56554,126.923336,907,16,0,3,0,16,47,55,20,25,229
566,566,월세,243,"3,000",16.0,4/4,북서향,37.560639,126.924758,1448,21,2,4,1,41,76,96,47,46,215
567,567,월세,360,"5,000",23.6,B1/4,북동향,37.560639,126.924758,1448,21,2,4,1,41,76,96,47,46,215
568,568,월세,200,"3,000",15.1,1/6,동향,37.566864,126.917161,1183,16,0,3,1,1,2,7,3,6,47
569,569,월세,160,"2,000",11.8,4/4,북동향,37.562873,126.92542,1338,13,1,2,0,29,74,98,32,41,251
570,570,월세,130,"2,000",11.8,1/4,남서향,37.563381,126.926123,1441,12,1,2,0,27,69,89,31,34,240
571,571,월세,350,"5,000",24.8,1/4,남서향,37.56554,126.923336,907,16,0,3,0,16,47,55,20,25,229
