tradeTypeName,rentPrc,dealOrWarrantPrc,area2,floorInfo,direction,latitude,longitude,flow_pop
월세,800,1억,151,1/10,남향,37.57701,126.896961,316
월세,340,"4,000",78,1/3,서향,37.577,126.896647,316
매매,0,"12억 5,000",42,1/22,북향,37.544876,126.947963,4339
월세,290,"3,000",154,2/4,북향,37.577464,126.893779,316
월세,300,"7,000",71,B1/37,남향,37.540049,126.945477,1900
월세,250,"5,000",27,B1/15,동향,37.554092,126.936768,1904
월세,220,"2,000",33,1/3,남서향,37.559363,126.907416,1158
월세,130,"3,000",42,1/2,,37.546083,126.93954,1941
월세,400,1억,63,1/3,남서향,37.553523,126.946294,2542
월세,600,1억,82,1/3,남서향,37.552979,126.947721,2526
매매,0,8억,24,B1/2,북서향,37.545622,126.948784,2554
월세,450,1억,85,1/7,남향,37.555422,126.91509,1359
월세,350,"5,000",46,1/5,남서향,37.542316,126.944642,2969
월세,100,"3,000",31,1/2,남서향,37.550942,126.913787,3589
월세,190,"3,500",50,1/5,남동향,37.561109,126.920106,1660
월세,80,"2,000",53,B1/4,남향,37.538647,126.94762,2045
월세,400,"3,000",112,2/5,남향,37.54847,126.917872,8571
월세,170,"2,500",34,1/4,남향,37.545604,126.922459,1030
월세,150,"2,000",89,B1/3,북향,37.546049,126.916557,6503
월세,250,"2,500",58,1/2,북서향,37.561338,126.922433,3352
월세,290,"2,000",49,4/5,남향,37.556357,126.904631,943
월세,350,"5,000",71,B1/2,북서향,37.556338,126.906404,811
매매,0,2억,28,B1/20,남서향,37.548792,126.910509,3589
월세,120,"1,500",85,B1/4,서향,37.576066,126.895618,5185
월세,220,"3,000",58,3/4,남동향,37.565734,126.922985,662
월세,65,500,26,2/3,남동향,37.580275,126.880705,400
월세,100,"1,000",30,1/3,남서향,37.55231,126.90485,987
월세,250,"3,000",76,1/4,남서향,37.558035,126.906021,1158
월세,230,"3,000",59,1/5,남서향,37.553339,126.907435,802
월세,500,"1억 3,000",394,B1/15,북향,37.539047,126.944284,1509
월세,490,"5,800",42,B1/3,남서향,37.56162,126.925672,1059
월세,210,"3,000",34,1/3,북서향,37.561856,126.926786,1382
월세,84,"2,000",55,3/5,서향,37.55667,126.947946,481
매매,0,7억,143,3/3,남향,37.543983,126.931102,1765
월세,170,"3,000",34,1/2,,37.54321,126.93557,4431
매매,0,"8억 9,000",48,1/3,동향,37.555597,126.953657,1487
월세,350,"5,000",108,1/6,북동향,37.544892,126.934407,4283
월세,90,"1,000",20,1/1,남동향,37.539948,126.944067,1756
월세,200,"3,000",96,2/5,북향,37.556059,126.899354,1740
월세,200,"4,000",49,1/4,남서향,37.542186,126.940634,1849
월세,300,"3,500",64,1/5,북향,37.551529,126.915542,4502
월세,320,"5,000",56,3/4,남서향,37.546377,126.944312,1734
월세,160,"3,000",19,2/5,남동향,37.555371,126.930322,834
월세,400,"5,000",119,1/3,북동향,37.556737,126.929225,2619
월세,"2,800",3억,314,1/19,북서향,37.542633,126.950636,2645
월세,100,"2,500",76,B1/4,동향,37.576779,126.894274,316
월세,360,"5,000",142,2/5,남향,37.54903,126.916466,6583
월세,220,"5,000",154,B2/7,동향,37.547838,126.930228,2021
월세,220,"3,000",75,2/5,동향,37.557074,126.921562,1647
월세,190,"2,500",53,1/5,,37.541084,126.949423,4364
월세,120,"1,000",34,1/4,남서향,37.567053,126.910415,1037
월세,"3,000",4억,892,1/1,북서향,37.550576,126.936697,6313
월세,180,"3,000",71,B1/10,동향,37.547439,126.942512,1904
월세,380,"7,000",23,2/2,,37.546359,126.943495,1851
월세,350,"5,000",36,1/17,남향,37.542975,126.94786,2856
매매,0,"4억 5,000",28,B2/1,,37.555561,126.959271,3643
월세,110,"2,000",13,1/5,서향,37.540112,126.950353,2736
매매,0,"1억 8,000",29,2/2,북서향,37.54638,126.958037,2686
월세,250,"3,000",148,B1/10,남서향,37.549183,126.939561,2111
매매,0,12억,44,2/29,북서향,37.545114,126.949567,2619
월세,150,"2,000",44,2/20,북향,37.556303,126.943269,2070
매매,0,"5억 8,000",60,2/6,남동향,37.553488,126.924304,6080
월세,190,"3,000",33,1/5,남동향,37.553572,126.903329,872
월세,300,"5,000",78,1/3,서향,37.55264,126.922041,943
월세,380,"5,000",30,1/4,남향,37.552467,126.922729,943
월세,120,"2,000",26,1/4,북서향,37.562053,126.921427,3352
월세,250,"3,000",87,2/3,남향,37.555032,126.906061,870
월세,200,"4,000",29,1/15,남동향,37.55065,126.914878,3589
월세,400,"2,000",49,1/6,북서향,37.559455,126.915194,943
월세,160,"3,000",33,1/6,남향,37.554347,126.933807,2032
월세,160,"2,500",36,1/4,남동향,37.545699,126.922506,1030
월세,100,"2,000",26,1/2,동향,37.54409,126.939664,2386
월세,330,"7,000",156,1/2,남동향,37.542348,126.941872,1907
월세,130,"3,000",16,1/7,북동향,37.562293,126.915131,1090
월세,400,"8,000",38,1/21,남동향,37.547471,126.95306,2466
월세,110,"2,000",29,1/4,서향,37.555748,126.947372,2811
월세,150,"5,000",40,2/5,남서향,37.547008,126.951963,1867
월세,270,"5,000",29,B1/40,동향,37.544935,126.9506,2685
월세,"4,000",6억,520,1/4,서향,37.554924,126.923711,5192
매매,0,10억,125,2/9,남서향,37.554769,126.955698,2032
월세,340,"5,000",84,1/3,서향,37.566555,126.917098,1611
월세,190,"2,000",33,1/4,동향,37.558995,126.905164,1035
월세,450,"5,000",99,1/8,남서향,37.559928,126.907011,1763
월세,350,"4,000",80,2/3,동향,37.562925,126.926168,1382
월세,250,"4,000",84,2/4,남서향,37.556745,126.922361,847
월세,250,"5,000",91,2/3,북향,37.541332,126.944862,1773
월세,500,"6,000",132,3/4,동향,37.540993,126.949301,4364
월세,60,500,39,B1/5,남동향,37.536834,126.944531,3380
월세,75,"1,500",24,2/6,남동향,37.554167,126.929962,834
월세,130,"2,000",110,2/4,남동향,37.544349,126.936349,4431
월세,350,"5,000",274,2/2,남동향,37.544434,126.936204,4431
월세,270,"5,000",71,2/5,남향,37.556248,126.952198,1136
월세,300,"5,000",38,1/3,동향,37.54909,126.922828,940
월세,450,"6,000",150,1/1,남향,37.551092,126.934428,2738
월세,260,"2,500",92,1/2,남서향,37.546788,126.921964,940
월세,170,"3,000",30,1/2,북향,37.539421,126.953869,6614
매매,0,"8억 9,000",48,1/3,동향,37.552749,126.952863,2069
월세,363,"5,000",369,B1/10,남향,37.544028,126.930422,1772
월세,400,"4,000",59,1/8,남향,37.543022,126.951193,2645
월세,140,"2,000",47,2/3,남동향,37.577737,126.895435,316
월세,100,"2,000",43,B1/2,남동향,37.546515,126.960203,1843
월세,250,"3,000",31,1/5,남향,37.543398,126.944178,2513
월세,150,"3,000",149,B1/6,,37.55018,126.955506,3797
월세,120,"3,000",26,1/3,동향,37.556289,126.927343,6495
월세,500,1억,150,4/4,동향,37.550216,126.919452,9743
월세,600,"8,000",109,1/5,남향,37.553452,126.925292,2284
월세,290,"5,000",49,B1/37,남서향,37.549999,126.912199,3589
월세,200,"3,000",30,3/4,남향,37.562183,126.924832,1059
월세,380,"6,000",80,1/4,남향,37.552297,126.920209,917
월세,"1,000",1억,167,1/4,서향,37.551004,126.923452,953
월세,230,"2,500",49,1/6,북향,37.552975,126.916885,7940
월세,240,"5,000",132,B1/5,북향,37.555178,126.938552,1922
월세,550,"6,000",177,2/4,북향,37.54866,126.943044,1947
월세,150,"3,000",51,1/5,북향,37.554366,126.902884,813
월세,360,"5,000",142,2/5,남향,37.54906,126.916351,6583
월세,150,"2,500",23,B1/2,남동향,37.555043,126.924144,15320
월세,70,"1,000",38,1/3,남서향,37.546509,126.945664,2572
월세,400,"5,000",90,2/17,남동향,37.540352,126.947739,2668
월세,120,"2,000",29,B1/4,동향,37.551812,126.905093,1024
월세,450,"5,000",194,2/2,남향,37.539023,126.947688,4364
월세,950,"8,000",231,2/7,서향,37.577864,126.895075,316
월세,180,"3,000",95,1/2,,37.547084,126.946944,2910
월세,700,2억,41,1/1,서향,37.545878,126.945336,2572
월세,180,"5,000",13,1/3,남향,37.539094,126.951147,6943
월세,350,"6,000",76,2/5,북동향,37.549528,126.909927,3589
월세,90,"1,000",33,1/3,남서향,37.555772,126.946633,2027
월세,150,"3,000",34,B1/3,남향,37.555161,126.929651,834
월세,220,"4,000",56,2/4,북향,37.546506,126.914573,3589
월세,260,"3,500",56,2/4,동향,37.554971,126.931065,834
월세,"1,300",2억,315,3/3,남서향,37.543663,126.938569,2386
월세,200,"3,000",108,2/3,서향,37.55427,126.928685,1471
매매,0,"12억 8,000",35,1/20,,37.547818,126.954274,2280
월세,300,"4,000",81,B1/3,동향,37.559421,126.924576,1735
매매,0,"6억 5,000",34,1/6,남동향,37.580289,126.882967,400
월세,280,"2,000",144,5/8,남동향,37.550422,126.960642,4027
월세,60,"1,000",26,2/2,남동향,37.549935,126.949996,2554
월세,350,"5,000",60,1/3,남향,37.547979,126.921633,934
월세,190,"2,000",29,1/5,남향,37.54903,126.924044,870
월세,120,"2,000",47,B1/6,서향,37.542239,126.939471,1974
월세,260,"3,000",40,2/16,북동향,37.581344,126.888569,5108
월세,450,"6,000",264,B1/5,북동향,37.560127,126.902428,4000
월세,370,"7,000",150,3/4,북서향,37.550617,126.923619,5652
월세,350,"5,000",280,B3/7,북향,37.552058,126.912102,3589
월세,150,"2,000",33,1/1,북향,37.578119,126.89629,316
월세,500,1억,142,3/9,남향,37.544709,126.954281,3797
월세,120,"2,000",36,1/4,남향,37.568144,126.910901,1095
월세,"1,300","1억 5,000",112,3/18,북서향,37.556084,126.923455,6945
월세,120,"2,000",115,B1/1,,37.548312,126.940596,1941
월세,"1,010","1억 2,700",142,3/36,동향,37.551057,126.911867,3589
월세,150,"3,000",48,2/5,남향,37.548448,126.941105,1941
월세,165,"2,000",70,1/1,서향,37.555381,126.944483,660
월세,150,"3,000",217,B1/4,남서향,37.56921,126.905817,1206
월세,350,1억,184,3/3,동향,37.55503,126.905023,817
월세,260,"3,000",149,3/4,북서향,37.551866,126.922935,870
월세,180,"2,500",39,2/3,동향,37.545993,126.922375,1030
월세,240,"3,000",65,2/4,남향,37.548315,126.920852,934
월세,240,"4,000",97,2/5,동향,37.540796,126.944714,1756
월세,400,"7,000",73,4/5,서향,37.549083,126.916912,8571
월세,350,"5,000",104,1/2,서향,37.565144,126.924761,1035
월세,280,"3,000",60,2/2,남서향,37.565254,126.923888,662
월세,110,"1,000",55,3/4,남서향,37.54053,126.942955,2743
월세,270,"6,000",36,1/7,북향,37.547568,126.921906,5253
월세,350,"6,000",97,5/11,북서향,37.557202,126.924753,5756
월세,220,"3,000",26,1/5,남향,37.561772,126.924972,1439
월세,60,500,21,1/4,동향,37.54811,126.960436,4027
월세,270,"5,000",36,1/10,북향,37.54736,126.942426,1904
월세,120,"2,000",37,B1/4,남향,37.549379,126.952152,2111
월세,150,"2,000",32,1/5,,37.559822,126.904557,1586
매매,0,"2억 6,000",7,1/20,동향,37.541339,126.948989,4012
월세,110,"2,000",49,2/3,남동향,37.57736,126.896549,316
월세,95,"1,000",25,B1/17,남서향,37.551335,126.956177,4710
월세,270,"3,000",101,1/5,남동향,37.55625,126.915662,1112
월세,650,1억,131,2/5,남서향,37.540287,126.943421,2743
월세,"1,400","2억 5,000",228,1/3,북서향,37.552836,126.924711,6057
월세,650,1억,148,1/7,북동향,37.554924,126.928558,3089
월세,300,"4,000",170,3/5,북향,37.55113,126.922637,881
월세,200,"2,500",56,2/3,북동향,37.548403,126.921776,934
월세,750,"1억 5,000",280,3/5,남향,37.552379,126.920482,917
월세,100,"1,000",70,B1/5,동향,37.556653,126.953145,1487
월세,270,"3,000",125,B1/6,남향,37.547934,126.923575,870
월세,200,"3,000",83,2/2,,37.550341,126.93199,703
월세,190,"3,000",27,1/1,북서향,37.556182,126.940905,660
월세,450,"5,000",71,1/12,남동향,37.552537,126.912451,3589
월세,174,"2,320",115,B1/6,서향,37.54682,126.944957,4809
월세,"1,200",3억,262,B1/15,남향,37.545398,126.925338,1541
월세,120,"3,000",29,2/4,남서향,37.555418,126.928335,12424
월세,160,"2,000",50,1/5,남서향,37.557239,126.928113,12424
월세,65,"1,000",24,1/3,북동향,37.555652,126.904742,861
월세,"1,200","1억 5,000",325,B1/4,남서향,37.564671,126.923448,662
월세,220,"3,000",49,1/5,동향,37.55329,126.907773,802
월세,250,"2,000",89,2/4,,37.554174,126.945567,660
월세,150,"2,000",30,2/11,북향,37.556957,126.952839,1487
월세,240,"3,000",87,1/5,남서향,37.549872,126.944141,1851
월세,220,"3,000",53,3/5,남향,37.548959,126.916815,8571
월세,280,"3,000",26,1/7,남동향,37.553732,126.924526,2284
월세,450,"5,000",112,1/3,남향,37.551725,126.920831,875
월세,150,"2,000",40,1/4,남동향,37.558509,126.924572,1735
월세,400,"5,000",76,1/5,동향,37.56661,126.918006,2768
월세,300,"6,000",67,1/4,북향,37.552886,126.923739,2305
월세,250,"3,000",72,1/4,북서향,37.548654,126.92167,934
매매,0,"5억 5,000",75,1/17,북서향,37.564502,126.910259,1097
월세,"4,500",5억,555,1/5,남서향,37.556124,126.925614,5756
월세,450,"5,000",62,1/12,남서향,37.55256,126.912537,3589
월세,"2,753","2억 7,538",286,1/20,북서향,37.541918,126.949799,2262
월세,180,"3,000",23,3/3,남서향,37.559272,126.924372,1735
매매,0,"5억 2,000",150,B1/7,남서향,37.559364,126.902796,1245
월세,300,"5,000",103,1/18,서향,37.537911,126.944434,1618
월세,270,"7,000",37,B1/1,동향,37.574308,126.896157,7704
월세,160,"2,000",40,1/1,서향,37.550029,126.922889,940
월세,400,"5,000",70,B1/2,북동향,37.560439,126.924457,1155
월세,500,"6,000",68,3/5,북서향,37.560606,126.925817,6355
월세,180,"1,500",70,1/4,남동향,37.553067,126.911762,854
월세,140,"1,000",33,1/2,서향,37.546972,126.923128,953
월세,200,"3,000",111,2/3,동향,37.552939,126.906211,853
월세,300,"4,500",75,2/5,남서향,37.556667,126.904789,902
월세,"2,200",3억,734,1/5,남향,37.545333,126.925137,5706
월세,260,"2,500",49,1/6,남향,37.557169,126.927921,12424
월세,900,"1억 5,000",274,2/5,남서향,37.556065,126.927563,6495
월세,"1,200",2억,198,1/8,북서향,37.55213,126.917916,21404
월세,400,"8,000",110,3/4,서향,37.551183,126.922031,940
월세,"1,500","1억 8,000",454,B1/5,남서향,37.550363,126.921974,940
월세,250,"4,000",124,B1/6,남동향,37.551729,126.920984,875
월세,550,"8,000",119,1/1,남서향,37.549285,126.9173,8571
월세,180,"2,000",105,B1/4,남동향,37.562716,126.926394,1382
월세,"1,100","1억 5,000",385,2/5,서향,37.549917,126.920016,7825
월세,500,"7,000",80,1/1,남서향,37.551811,126.923997,5652
월세,350,"5,000",99,B1/3,북서향,37.555082,126.927117,1471
월세,250,"3,000",54,3/4,서향,37.56634,126.919972,2322
월세,"1,100",3억,85,1/2,남서향,37.555984,126.920968,1160
월세,130,"1,000",44,B1/2,북서향,37.549134,126.922026,940
월세,500,1억,100,1/4,북동향,37.543139,126.938631,3940
월세,371,"8,000",130,1/6,동향,37.549708,126.919447,9743
매매,0,3억,27,B1/24,남서향,37.579413,126.890424,5108
월세,700,1억,306,3/9,동향,37.552633,126.92139,917
월세,115,"3,000",19,1/15,남향,37.544562,126.952675,2489
월세,160,"2,500",23,B1/2,남향,37.562117,126.926043,1059
월세,150,"2,000",36,1/5,동향,37.556377,126.911625,797
월세,200,"5,000",147,B1/4,동향,37.577195,126.89491,316
월세,600,1억,84,1/5,남서향,37.557737,126.908957,1284
월세,150,"3,000",23,1/3,동향,37.54873,126.921422,934
월세,350,"5,000",78,1/5,동향,37.548778,126.922138,940
월세,330,"3,000",111,B1/7,동향,37.555895,126.919117,873
월세,900,"1억 4,000",241,2/6,,37.539525,126.94351,1756
월세,600,"6,000",191,2/4,북동향,37.553936,126.90543,774
월세,550,"5,000",148,1/4,남동향,37.553061,126.918218,9360
월세,150,"3,000",26,B1/3,남향,37.545758,126.914033,3589
월세,300,"3,000",163,3/5,북서향,37.567811,126.90508,1242
월세,120,"1,000",33,1/5,,37.55157,126.917683,9743
월세,240,"3,500",89,B1/4,서향,37.558329,126.924094,1735
월세,700,1억,104,1/5,,37.546523,126.932541,1897
월세,"2,000",4억,542,1/8,동향,37.551759,126.923187,953
월세,500,"7,000",117,2/5,북동향,37.565563,126.92397,1048
월세,"1,400","2억 5,000",132,1/5,서향,37.550059,126.922108,934
월세,100,"1,000",13,1/3,서향,37.554364,126.927798,1471
월세,300,"4,000",78,2/5,북서향,37.538148,126.94537,1802
월세,500,"8,000",113,1/3,남향,37.54945,126.919335,9743
월세,500,1억,57,1/3,남서향,37.549354,126.914197,3589
월세,110,"2,000",66,4/4,북향,37.548276,126.914849,3589
월세,200,"2,000",85,1/3,동향,37.547793,126.914481,3589
월세,350,"7,000",100,1/2,북향,37.547543,126.920475,7825
월세,450,"5,000",92,1/6,남향,37.546339,126.92268,940
월세,164,"2,500",42,B1/18,남동향,37.581985,126.889231,5108
월세,500,"8,000",192,1/2,남서향,37.559133,126.907679,1158
월세,300,"3,000",79,B1/3,남동향,37.557673,126.921057,1588
월세,425,"3,000",90,1/5,남서향,37.557085,126.904379,943
월세,320,"3,000",129,2/4,남서향,37.554479,126.93024,834
월세,400,"6,000",101,1/5,동향,37.549003,126.914826,3589
월세,130,"3,000",39,1/4,남향,37.56533,126.92412,1048
월세,400,"6,000",130,2/5,북동향,37.556172,126.921694,1160
월세,500,"7,000",148,3/4,남서향,37.545167,126.914105,6583
월세,190,"3,000",61,1/4,남서향,37.553655,126.918147,9360
월세,500,"5,000",171,4/6,남동향,37.55506,126.923461,5192
월세,220,"3,000",37,B1/2,북동향,37.559891,126.925421,1258
월세,750,1억,173,1/10,남서향,37.564845,126.911469,1097
월세,150,"1,000",75,B1/3,남서향,37.544854,126.914861,6583
월세,120,"2,000",24,1/2,남서향,37.577622,126.882919,400
월세,557,"6,900",73,1/32,북동향,37.577085,126.891393,2685
월세,800,1억,253,1/3,북동향,37.552344,126.911955,3589
월세,160,"3,000",32,1/2,북서향,37.545941,126.914292,6583
월세,750,1억,143,2/2,남향,37.541425,126.950692,4384
월세,60,"1,000",27,B1/18,남향,37.543508,126.952879,4384
월세,350,1억,156,5/7,남동향,37.552303,126.933525,834
월세,93,"1,200",20,1/3,남서향,37.557934,126.904378,1763
월세,545,1억,29,B1/1,북향,37.553799,126.923701,6080
월세,600,1억,55,1/2,남동향,37.5554,126.926184,10072
월세,130,"1,000",29,1/3,남동향,37.558505,126.909738,1349
월세,400,1억,80,1/1,남향,37.546915,126.929974,1574
월세,585,"1억 5,000",120,1/2,북동향,37.555284,126.934519,1691
월세,590,"7,000",170,3/5,남동향,37.553486,126.921098,943
월세,140,"2,500",95,B1/4,북동향,37.556005,126.927805,9541
월세,100,"1,000",43,1/3,남향,37.576786,126.895738,316
월세,700,2억,263,4/5,남동향,37.554309,126.923296,6080
월세,280,"4,000",68,2/2,,37.542267,126.951731,2736
월세,620,1억,219,2/5,남향,37.550358,126.922138,940
월세,290,"2,500",42,1/5,남향,37.551398,126.921758,917
월세,70,"1,000",46,1/2,동향,37.536925,126.946492,3462
월세,"2,200","1억 2,000",105,1/17,북동향,37.555175,126.935657,2122
매매,0,4억,31,1/6,남서향,37.576082,126.896584,2754
월세,150,"2,000",29,1/6,남향,37.538533,126.947096,3590
매매,0,"1억 8,500",19,B1/23,,37.544002,126.952891,4384
월세,330,"8,000",89,1/4,남서향,37.548827,126.923229,870
월세,110,"1,000",69,2/3,북동향,37.563721,126.913512,1176
월세,260,"3,000",92,B1/4,남동향,37.55248,126.923151,2305
월세,100,"1,000",17,1/3,남서향,37.557177,126.904837,902
월세,300,"3,000",33,1/1,북동향,37.55091,126.937612,2778
월세,105,"1,000",21,1/4,북향,37.546322,126.941062,1936
월세,120,"1,000",16,1/4,북동향,37.554202,126.925841,7835
월세,135,"1,000",29,B1/3,서향,37.556068,126.904137,817
월세,80,"1,000",63,1/2,남서향,37.557537,126.904514,935
월세,250,"2,500",293,B1/5,북동향,37.555392,126.910318,910
월세,250,"5,000",38,1/1,남향,37.541562,126.943718,1632
월세,280,"4,000",73,3/4,서향,37.561952,126.924528,1059
월세,140,"2,000",26,1/2,동향,37.553586,126.903804,927
월세,600,1억,140,1/6,,37.575146,126.895297,5185
월세,230,"3,000",47,1/4,남향,37.538478,126.950616,6147
월세,235,"3,000",54,1/2,남향,37.561053,126.924933,7147
월세,430,"5,000",49,B1/4,남서향,37.564639,126.924998,942
월세,210,"2,500",49,2/2,북향,37.566297,126.920844,2322
월세,"2,500","2억 5,000",454,1/4,남동향,37.554944,126.926725,1471
월세,390,"5,000",133,4/5,북향,37.550542,126.922472,940
월세,220,"5,000",187,B1/3,남향,37.576062,126.894684,5185
월세,"5,000",5억,647,3/11,북서향,37.556433,126.922764,847
월세,120,"2,000",87,2/3,,37.556912,126.959617,3552
월세,320,"7,000",114,2/5,,37.555495,126.922873,2283
월세,260,"3,000",123,B1/3,남향,37.576251,126.89437,5185
월세,160,"2,000",23,1/2,남향,37.549988,126.92283,940
월세,400,"5,000",136,1/5,서향,37.563845,126.92272,937
월세,"1,100","1억 4,000",179,1/8,남동향,37.575186,126.897581,2357
월세,70,"1,000",22,1/4,서향,37.550734,126.907263,3589
월세,150,"2,000",36,1/4,남서향,37.576423,126.896913,2357
월세,220,"3,000",61,2/3,북동향,37.561545,126.926354,1059
월세,430,"9,000",119,1/4,남동향,37.576554,126.894443,5185
월세,200,"3,000",58,1/6,남동향,37.577899,126.894131,316
월세,400,"6,000",66,2/4,남동향,37.55892,126.924971,1735
월세,200,"3,000",63,3/4,북향,37.563009,126.925659,1382
월세,170,"2,000",46,B1/3,북동향,37.562528,126.924938,1059
월세,130,"2,000",60,B1/3,북서향,37.55651,126.901899,1261
월세,90,"1,000",33,4/5,북동향,37.553801,126.922404,2305
월세,250,"3,000",71,1/3,남향,37.575924,126.897645,2357
월세,260,"4,000",81,B1/4,북서향,37.563093,126.925582,1382
월세,270,"5,000",48,2/5,북향,37.553659,126.922303,2305
월세,320,"5,000",104,B1/2,남동향,37.549593,126.917084,8571
월세,185,"3,000",27,1/1,북서향,37.549944,126.943956,1851
월세,200,"3,000",62,1/3,남동향,37.577074,126.893765,316
월세,130,"1,000",33,1/2,남서향,37.555937,126.930629,2265
월세,"1,100","1억 7,000",109,1/4,북동향,37.550083,126.921444,934
월세,220,"2,000",73,B1/4,남서향,37.549616,126.92261,940
월세,150,"1,000",39,3/4,,37.562385,126.924921,1059
월세,35,"1,000",36,1/1,북서향,37.568969,126.90237,1247
월세,170,"2,000",72,2/6,남서향,37.553825,126.931761,834
월세,75,"1,000",45,1/1,서향,37.567343,126.911384,1069
월세,350,"3,000",61,B1/3,서향,37.562278,126.925378,1059
월세,675,1억,96,1/7,남서향,37.541197,126.942294,1380
월세,120,"1,500",39,5/5,남향,37.55456,126.902876,817
월세,220,"3,000",29,B1/2,북서향,37.561905,126.924974,1439
월세,220,"3,000",103,2/3,,37.558674,126.907442,1158
월세,400,"5,000",64,2/3,북향,37.562159,126.926715,1059
