tradeTypeName,rentPrc,dealOrWarrantPrc,area2,floorInfo,direction,latitude,longitude,flow_pop
월세,800,2억,140,B1/4,서향,37.549673,126.924022,870
월세,350,1억,164,1/2,남서향,37.559821,126.907109,1763
월세,210,"3,000",28,1/1,남서향,37.566375,126.920092,2322
월세,140,"3,000",51,1/2,남향,37.565271,126.924641,1048
월세,240,"3,000",84,2/4,남향,37.550295,126.921647,940
월세,330,"3,000",142,3/4,동향,37.549382,126.921383,934
월세,110,"2,000",42,1/2,,37.549041,126.947918,2997
월세,220,"3,000",66,2/5,남서향,37.548229,126.920949,934
월세,250,"2,000",111,2/4,동향,37.549329,126.914726,3589
월세,272,"6,000",39,1/2,북향,37.549187,126.914864,3589
월세,"1,000","1억 5,000",91,1/6,남동향,37.549458,126.9206,7825
월세,220,"3,000",45,1/3,동향,37.548151,126.922365,940
월세,260,"4,000",102,1/3,동향,37.551316,126.920721,7549
월세,550,1억,56,1/5,북서향,37.556983,126.926353,6495
월세,160,"3,000",52,4/4,서향,37.555172,126.929002,3089
월세,90,"3,000",18,1/2,남향,37.556472,126.904596,943
월세,140,"2,000",28,1/12,남향,37.557373,126.916798,2061
월세,140,"1,500",27,1/4,남동향,37.558967,126.906288,895
월세,200,"5,000",196,B1/5,동향,37.567574,126.907932,1069
월세,170,"3,000",37,2/5,북향,37.560706,126.917264,939
월세,300,"5,000",91,B1/5,서향,37.548733,126.920738,934
월세,230,"3,000",79,1/5,남동향,37.560504,126.921764,2199
월세,180,"2,000",46,2/3,남서향,37.548175,126.921834,934
월세,250,"4,000",63,1/6,북동향,37.548436,126.921319,934
월세,453,"7,000",93,1/11,남향,37.551227,126.939294,1983
월세,70,"1,000",27,1/3,,37.552381,126.904717,987
월세,170,"3,000",59,1/5,남서향,37.556642,126.947757,481
월세,600,1억,198,1/2,남서향,37.560088,126.907376,1509
월세,275,"5,000",39,B1/2,남서향,37.554079,126.92729,8287
월세,60,"1,500",30,3/3,남동향,37.560318,126.915952,789
월세,"1,500",2억,402,1/4,동향,37.553124,126.922167,943
월세,200,"2,000",76,1/2,남서향,37.548468,126.92227,940
월세,270,"4,000",71,2/3,남향,37.54846,126.919713,21404
월세,"1,400",2억,387,1/3,남서향,37.552472,126.919495,9360
월세,"1,200",1억,454,1/4,동향,37.546792,126.918456,1039
월세,200,"4,000",65,B1/3,북서향,37.555735,126.928201,12424
월세,100,"1,000",34,5/5,남서향,37.547326,126.954665,2280
월세,300,"5,000",80,1/5,서향,37.553267,126.920331,9360
월세,450,"5,000",93,1/3,동향,37.551779,126.920437,7549
월세,500,"7,000",176,B1/3,남서향,37.548919,126.915109,3589
월세,260,"3,000",50,B1/3,남향,37.56207,126.925007,1059
월세,180,"3,000",39,B1/3,남향,37.555796,126.926265,10072
월세,170,"2,000",52,3/4,북향,37.550294,126.920877,7549
월세,400,"4,000",140,1/3,남향,37.557566,126.919185,971
월세,350,"6,000",64,1/5,남향,37.548144,126.921043,934
월세,350,"4,000",136,B1/5,북서향,37.556059,126.914616,797
월세,200,"2,000",33,B1/5,동향,37.549072,126.924293,5652
월세,900,"1억 5,000",196,2/3,남서향,37.553201,126.924166,6080
월세,230,"2,000",33,1/6,남향,37.557338,126.919445,971
월세,500,"5,000",33,1/4,남동향,37.557411,126.925535,5756
월세,180,"2,000",41,B1/5,북향,37.559674,126.925782,6495
월세,350,"3,000",83,1/4,서향,37.549439,126.921151,934
월세,420,"5,000",169,3/5,서향,37.552079,126.922682,917
매매,0,6억,62,2/12,남동향,37.581699,126.885972,5108
월세,320,"5,000",68,3/24,남서향,37.580069,126.889006,5108
월세,200,"2,000",89,1/5,서향,37.547088,126.929766,1574
월세,150,"6,000",49,1/6,서향,37.538178,126.947124,2045
월세,440,"5,000",176,3/5,남향,37.550111,126.920849,7825
월세,230,"3,000",99,3/4,북서향,37.555872,126.923777,6945
월세,135,"1,000",47,1/5,남동향,37.564386,126.918003,1602
월세,350,"6,000",100,1/2,남향,37.56105,126.925018,7147
월세,300,"5,000",107,1/5,남서향,37.555943,126.909511,867
월세,800,1억,245,1/5,서향,37.545836,126.923764,5706
월세,250,"3,000",62,2/3,북서향,37.564913,126.922922,1010
월세,110,"2,000",30,2/2,남향,37.547751,126.930154,2021
월세,240,"3,000",68,2/4,남향,37.549093,126.921656,934
월세,300,"8,000",106,1/4,남서향,37.555555,126.934942,1958
월세,250,"3,000",63,2/4,남서향,37.548075,126.920406,7825
월세,500,"8,000",97,1/7,남서향,37.553751,126.917519,7109
월세,400,"6,000",88,1/4,서향,37.552755,126.922984,2305
매매,0,29억,253,2/15,남동향,37.556227,126.942259,1841
월세,365,"5,000",66,1/3,북향,37.559679,126.925653,6495
월세,400,"5,000",108,3/4,북서향,37.555643,126.923469,6945
월세,65,"2,000",33,2/2,남서향,37.572127,126.901911,806
월세,270,"3,000",93,B1/4,남서향,37.54539,126.911807,3589
월세,200,"3,000",99,2/3,남동향,37.549389,126.915247,3589
월세,280,"3,000",99,2/3,남동향,37.555361,126.938957,1922
월세,470,"5,000",99,1/6,북동향,37.548093,126.920851,7825
월세,"1,200","1억 2,000",429,1/8,남동향,37.553209,126.919418,9360
월세,210,"2,000",36,B1/4,동향,37.549016,126.921186,934
월세,175,"2,000",49,1/5,남서향,37.545074,126.940538,3253
월세,270,"5,000",66,1/4,서향,37.577569,126.895945,316
월세,250,"3,000",40,1/3,동향,37.555447,126.909615,875
월세,320,"5,000",79,1/1,동향,37.547993,126.922519,940
월세,220,"3,000",49,1/4,북향,37.556383,126.932513,1770
월세,200,"1,500",29,1/6,북동향,37.554686,126.91097,5576
월세,100,"1,000",24,1/4,남동향,37.552923,126.923531,5840
월세,540,1억,56,1/3,남향,37.557641,126.905584,935
월세,705,"7,050",203,3/8,남동향,37.556342,126.922283,1647
월세,180,"2,500",70,3/5,서향,37.558723,126.923306,2199
월세,500,"5,000",52,2/7,북향,37.560553,126.906548,910
월세,230,"3,000",67,1/6,북향,37.556981,126.903865,1258
월세,200,"3,000",77,2/3,남향,37.548477,126.919583,21404
월세,120,"2,000",90,1/6,남서향,37.548544,126.956746,3797
월세,220,"3,000",109,2/4,서향,37.548041,126.914534,3589
월세,280,"5,000",29,1/3,동향,37.539561,126.947402,2576
월세,80,"1,000",33,1/3,북서향,37.567556,126.912371,974
월세,140,"2,000",40,2/5,북향,37.554483,126.946446,2027
월세,"3,164",5억,919,1/3,남향,37.557482,126.918321,850
매매,0,"21억 2,000",87,전체층/4,남향,37.556701,126.950771,989
월세,200,"3,000",43,1/2,남향,37.560965,126.925299,7147
월세,180,"3,000",59,B1/2,남향,37.54632,126.939332,2070
월세,300,"5,000",66,1/2,남동향,37.576192,126.895364,5185
월세,50,"1,000",21,B1/15,동향,37.540778,126.945955,1900
월세,300,"3,000",44,1/5,북서향,37.549682,126.921136,934
월세,650,1억,181,2/4,북동향,37.554516,126.935412,2431
월세,100,"1,000",38,1/2,,37.557525,126.916026,1349
월세,200,"2,000",123,B1/5,남동향,37.559783,126.921784,1087
월세,240,"8,000",112,B1/5,북서향,37.555201,126.922899,2283
월세,330,"5,000",85,1/5,남향,37.560303,126.925165,1258
월세,400,1억,99,B1/12,서향,37.548528,126.923415,870
월세,150,"3,000",35,1/10,남동향,37.558494,126.906307,1158
월세,130,"1,000",33,1/4,남향,37.558619,126.905672,1509
월세,400,"3,000",118,1/3,남향,37.545752,126.91374,3589
월세,250,"3,000",48,1/2,남서향,37.56297,126.926575,1189
월세,250,"3,000",92,2/4,남동향,37.55528,126.908095,910
월세,120,"2,000",80,4/6,남향,37.554726,126.913465,910
월세,300,"3,000",165,B1/7,남향,37.555227,126.913303,867
매매,0,"5억 4,000",77,4/8,서향,37.556682,126.955342,969
월세,34,500,5,1/4,북향,37.576343,126.895401,5185
월세,150,"2,000",79,1/4,남동향,37.566949,126.910636,1037
월세,560,"8,000",35,1/9,서향,37.551448,126.915631,4502
월세,150,"1,000",29,1/3,서향,37.561264,126.920281,1031
월세,30,300,55,1/3,,37.554772,126.960736,5040
월세,"6,000",10억,625,1/5,동향,37.5532,126.924564,6080
월세,"1,000",1억,344,B1/4,남서향,37.558704,126.918276,729
월세,525,"7,000",126,1/19,,37.578465,126.892929,5108
월세,350,"5,000",86,1/2,남향,37.548737,126.920865,934
월세,150,"2,000",99,4/6,남향,37.551196,126.921656,940
월세,630,1억,189,1/5,남서향,37.551646,126.918645,21404
월세,160,"2,000",37,1/5,북동향,37.562355,126.920091,1982
월세,90,"1,000",33,2/4,북서향,37.560474,126.922822,3352
월세,"1,500",5억,128,1/4,북향,37.555785,126.920405,2305
월세,200,"2,000",87,2/5,남서향,37.548406,126.920742,934
월세,230,"4,000",69,1/3,남서향,37.548463,126.921871,934
월세,700,"1억 2,000",130,1/8,북향,37.553117,126.9256,7227
월세,"1,250",1억,297,2/5,동향,37.558216,126.921532,1050
월세,120,"2,000",51,1/2,동향,37.53758,126.946648,3215
월세,350,"5,000",178,2/10,남향,37.551599,126.923128,953
월세,450,"7,000",115,1/2,남서향,37.539792,126.944092,1756
월세,180,"2,000",49,1/3,북향,37.56523,126.916624,534
매매,0,9억,41,1/15,동향,37.546604,126.931831,1983
월세,120,"3,000",26,1/2,남서향,37.545458,126.955088,3797
매매,0,36억,375,B2/25,북서향,37.543386,126.954129,3480
월세,170,"2,000",98,1/4,남서향,37.5461,126.955962,2611
월세,300,"3,500",60,1/2,서향,37.544841,126.954427,3797
월세,200,"2,000",82,2/6,남향,37.554669,126.919631,7719
월세,210,"2,000",66,1/4,남향,37.547921,126.923762,870
월세,300,"3,000",208,B1/6,동향,37.555112,126.910606,910
월세,170,"2,000",62,3/5,남향,37.555494,126.909844,910
매매,0,11억,145,B1/6,남서향,37.555296,126.928533,3089
월세,130,"2,000",23,1/4,남향,37.563381,126.926123,1095
월세,300,"5,000",111,1/3,남서향,37.555977,126.912623,1359
월세,120,"2,000",33,1/3,서향,37.554778,126.905435,870
월세,300,"4,000",49,1/6,남동향,37.578513,126.895002,316
월세,350,"7,000",32,1/15,남향,37.565409,126.902129,1136
월세,350,"4,000",190,2/5,남동향,37.549239,126.921333,934
월세,300,"5,000",60,1/4,서향,37.548703,126.91974,21404
매매,0,"5억 4,000",77,4/8,,37.556775,126.955246,969
월세,250,"2,000",66,2/5,북서향,37.562597,126.924846,1059
월세,480,"5,000",69,1/2,남동향,37.556782,126.926604,6495
월세,180,"3,000",33,1/5,북동향,37.559532,126.92637,6595
월세,255,"2,000",72,1/5,동향,37.561488,126.926754,1059
월세,350,"5,000",165,B1/5,남동향,37.554677,126.929754,834
월세,280,"4,500",66,1/3,북동향,37.555767,126.925336,7753
월세,500,"8,000",61,1/2,남동향,37.556965,126.925495,3773
월세,350,"3,000",103,B1/4,남서향,37.552759,126.92123,917
월세,200,"2,000",20,1/14,북향,37.557018,126.953744,910
월세,260,"3,500",115,2/5,북서향,37.547827,126.956941,4710
월세,300,"3,000",65,1/2,서향,37.552729,126.922448,943
월세,600,1억,140,2/5,북서향,37.556371,126.924529,6945
월세,150,"1,000",16,1/1,남동향,37.550575,126.960917,4027
월세,200,"2,000",62,1/4,남서향,37.542128,126.940715,1849
월세,150,"2,000",49,2/4,북서향,37.545301,126.954945,3797
월세,410,1억,96,1/3,북서향,37.546069,126.955632,3797
월세,210,"2,000",76,B1/6,남서향,37.550284,126.921368,940
월세,600,1억,228,1/5,남서향,37.555685,126.915486,806
월세,400,"6,000",98,1/5,북향,37.551944,126.919628,7549
월세,130,"2,000",33,1/4,서향,37.545583,126.955193,3797
월세,220,"5,000",56,1/4,남향,37.54609,126.954777,3140
월세,140,"2,000",30,1/4,남서향,37.564081,126.919525,3009
월세,140,"3,000",59,1/4,,37.546133,126.954682,3140
월세,180,"2,500",61,2/3,남향,37.548119,126.918284,5890
월세,"1,000",1억,210,B1/4,남서향,37.551602,126.917272,9743
월세,"1,100","1억 3,000",267,1/4,서향,37.547053,126.919072,9743
월세,330,"6,000",86,1/2,동향,37.555961,126.925892,5756
월세,85,"1,000",68,B1/4,북동향,37.54609,126.941907,3253
월세,"5,000",5억,249,1/5,남동향,37.555378,126.922715,2283
월세,500,"6,000",108,B1/6,남향,37.546113,126.915531,6583
월세,160,"2,000",68,1/4,서향,37.556097,126.904277,817
월세,855,1억,164,1/21,남향,37.576513,126.890925,2685
월세,500,"7,000",93,1/2,동향,37.561803,126.926469,1059
월세,400,"5,000",81,1/5,동향,37.548231,126.919183,9743
월세,225,"3,000",64,1/6,동향,37.554553,126.91439,2660
월세,"1,529","1억 5,000",469,2/6,남향,37.549118,126.911231,3589
월세,748,"1억 5,000",97,1/2,남동향,37.5777,126.888703,2468
월세,130,"2,000",46,4/4,북동향,37.562257,126.925545,1059
월세,650,"8,000",142,2/7,북향,37.553787,126.921076,943
월세,150,"2,000",46,B1/3,남동향,37.548175,126.921424,934
월세,766,"1억 5,000",214,B1/17,북향,37.55103,126.915166,3589
월세,220,"2,000",36,1/1,남향,37.547963,126.921044,7825
월세,190,"2,000",45,1/2,북향,37.555072,126.917624,2481
월세,200,"2,500",68,3/4,남서향,37.555738,126.926349,10072
월세,385,"4,000",182,4/5,서향,37.550245,126.92329,953
월세,285,"3,000",126,2/3,동향,37.557111,126.920495,1588
월세,450,"5,000",90,2/4,남서향,37.559623,126.925063,1258
월세,220,"1,500",133,B1/6,북서향,37.555563,126.919659,2305
월세,550,"9,000",67,1/4,북향,37.54832,126.918519,5890
월세,170,"3,000",32,1/6,,37.560744,126.904055,983
월세,250,"6,000",39,1/1,남서향,37.539969,126.948688,4364
월세,200,"2,000",15,1/2,북서향,37.560899,126.905121,931
월세,700,1억,196,1/4,북서향,37.555497,126.940169,5057
월세,157,"2,500",26,1/3,남향,37.547674,126.94284,1947
월세,200,"1,500",36,1/3,북향,37.547988,126.917186,8571
월세,250,"4,000",93,1/4,동향,37.577919,126.893787,316
월세,50,"1,000",26,1/3,동향,37.553064,126.961243,1696
월세,150,"2,000",45,1/8,북향,37.57645,126.894289,5185
월세,320,"5,000",234,2/3,북동향,37.564381,126.904016,1100
월세,193,"1,927",73,1/23,남동향,37.576184,126.889231,2685
월세,140,"2,000",82,B1/3,남동향,37.548224,126.919829,9743
월세,600,"6,000",1101,B2/11,서향,37.556072,126.922097,1647
월세,407,"5,000",59,1/4,남서향,37.55562,126.920671,2305
월세,400,"8,000",137,B1/14,남향,37.581175,126.890786,5108
월세,400,"6,000",45,1/15,북서향,37.56597,126.90303,1181
월세,535,"8,000",89,1/5,남향,37.554908,126.914464,7109
월세,450,"7,000",102,1/10,남향,37.549098,126.939791,2111
월세,260,"3,000",72,5/5,북동향,37.55741,126.922014,1085
월세,250,"3,500",91,1/3,서향,37.55351,126.92311,5840
월세,170,"2,000",36,1/3,북동향,37.546617,126.914194,3589
월세,380,"5,000",67,1/4,서향,37.565025,126.923168,662
월세,180,"3,000",44,1/3,동향,37.555081,126.929417,2155
월세,160,"2,500",50,1/3,동향,37.549017,126.91753,8571
월세,300,"3,000",182,B1/5,동향,37.557732,126.923146,847
월세,330,"5,250",46,1/5,남향,37.547929,126.94231,1904
월세,480,"5,000",115,1/4,남동향,37.544869,126.957795,5009
월세,90,"1,000",21,1/1,동향,37.546949,126.945394,4809
월세,"1,000",1억,155,1/4,남향,37.556479,126.9221,1160
월세,130,"2,000",50,1/4,서향,37.54834,126.918035,5890
월세,360,"5,000",78,B1/4,북동향,37.560691,126.924788,1143
월세,300,"3,000",105,3/6,북서향,37.554578,126.931286,834
매매,0,10억,57,1/20,,37.542528,126.947361,4828
월세,190,"3,000",69,3/4,남동향,37.547371,126.922193,5253
월세,360,"3,000",194,B2/6,동향,37.551329,126.910926,3589
월세,170,"3,000",44,B1/3,동향,37.554668,126.927256,1471
월세,140,"1,500",15,1/4,동향,37.546146,126.941819,3253
월세,250,"3,000",101,2/2,남향,37.555861,126.917146,2316
월세,278,"2,000",76,3/3,동향,37.55039,126.920937,7549
월세,150,"2,000",45,1/5,동향,37.556268,126.91333,1359
월세,110,"1,000",36,B1/5,동향,37.554217,126.926937,8287
월세,150,"3,000",200,B1/5,남동향,37.568928,126.911083,1242
월세,250,"3,000",82,2/4,동향,37.55512,126.928251,1471
월세,250,"3,000",96,5/6,서향,37.550398,126.92138,940
월세,120,"1,000",34,1/3,남향,37.564302,126.912971,534
월세,630,"1억 5,000",153,1/2,북동향,37.549856,126.911428,3589
월세,200,"3,000",64,2/3,남향,37.548779,126.940368,2070
월세,250,"2,000",92,2/5,동향,37.558797,126.924871,1735
월세,75,"1,500",23,1/4,북동향,37.554009,126.910442,802
월세,200,"3,000",35,1/4,남서향,37.556024,126.925258,5756
월세,250,"5,000",65,3/4,동향,37.539472,126.947391,2576
월세,350,"5,000",108,1/2,동향,37.550056,126.911345,3589
매매,0,3억,42,3/4,남서향,37.569819,126.904455,1273
월세,220,"2,000",92,1/7,북향,37.554665,126.918851,9360
월세,370,1억,87,2/3,북향,37.554467,126.923685,5192
월세,550,1억,254,전체층/2,동향,37.552087,126.920693,1211
월세,"1,500",2억,264,1/7,북동향,37.556368,126.919696,2305
월세,175,"1,000",39,1/3,동향,37.550179,126.91083,3589
월세,160,"1,000",60,2/2,북향,37.549451,126.912295,3589
월세,150,"1,000",36,1/2,남서향,37.552051,126.920119,7549
월세,120,"2,000",50,1/4,남향,37.559586,126.901569,4000
월세,260,"1,500",72,1/3,남동향,37.549539,126.910352,3589
매매,0,9억,80,2/9,북향,37.555359,126.934044,1691
월세,600,"6,000",175,3/6,서향,37.550557,126.917584,8571
월세,170,"5,000",120,B1/4,남동향,37.577519,126.895456,316
월세,170,"2,000",49,1/6,동향,37.55734,126.914115,1284
월세,370,"3,000",32,1/3,남동향,37.577952,126.896377,316
월세,200,"2,000",51,B1/2,남서향,37.558161,126.921341,1050
월세,230,"2,000",62,2/4,남동향,37.559099,126.922168,1050
월세,250,"4,000",50,1/3,동향,37.549424,126.916946,8571
월세,330,"5,000",99,5/8,북서향,37.547424,126.923476,870
월세,330,"3,000",89,1/3,남서향,37.552752,126.914146,5763
월세,200,"3,000",89,B1/5,동향,37.548171,126.92045,7825
월세,110,"1,000",12,1/3,남향,37.54764,126.921253,5253
월세,363,"8,000",59,1/3,남향,37.548649,126.920942,934
월세,"1,000","1억 5,000",202,1/4,남동향,37.552239,126.922693,917
월세,250,"3,000",46,1/5,동향,37.553872,126.927608,8742
월세,730,"8,000",224,1/4,동향,37.557608,126.92091,1588
월세,170,"4,000",40,1/5,북서향,37.552164,126.905798,1024
월세,80,"1,000",79,B1/4,북향,37.557345,126.902681,879
월세,125,"1,000",36,1/4,남향,37.556231,126.914079,797
월세,900,"1억 8,000",278,1/6,,37.545399,126.939342,1941
월세,110,"1,000",22,1/3,,37.553494,126.905926,774
월세,350,"5,000",125,1/7,북서향,37.559187,126.914697,943
월세,360,"4,000",78,1/2,동향,37.545761,126.922619,1030
월세,190,"2,000",41,B1/2,남동향,37.555851,126.92672,10072
월세,130,"2,000",16,1/5,남동향,37.560631,126.920559,1660
월세,250,"3,000",55,1/4,,37.562922,126.925313,958
월세,450,"6,000",111,1/6,동향,37.556699,126.921391,1647
월세,200,"3,000",100,B1/5,북향,37.55668,126.925332,5756
월세,300,"3,000",152,B1/4,북동향,37.551376,126.919451,7825
월세,250,"3,000",33,3/4,북서향,37.560222,126.925571,6355
월세,500,"5,000",139,2/5,서향,37.549795,126.921193,934
월세,600,1억,141,5/5,남향,37.550927,126.922529,881
월세,145,"2,000",40,1/3,북동향,37.556744,126.908172,806
월세,300,"3,000",113,2/2,남동향,37.553401,126.911666,854
월세,450,"5,000",62,1/12,남향,37.55255,126.912652,3589
월세,400,"6,000",180,3/7,동향,37.551377,126.92305,953
월세,350,"3,000",140,2/5,남동향,37.548375,126.918224,5890
월세,380,"5,000",26,1/4,남동향,37.550003,126.919702,9743
월세,370,"5,000",191,3/6,서향,37.551999,126.922982,870
매매,0,5억,25,1/5,남향,37.553193,126.903672,927
월세,45,"2,000",35,2/3,남향,37.554237,126.960837,1882
월세,200,"3,000",45,1/5,북서향,37.55537,126.919243,792
월세,120,"2,000",23,1/3,북동향,37.560909,126.921035,2199
월세,500,"8,000",135,1/5,남동향,37.559813,126.920612,1050
월세,109,"1,000",59,1/3,남서향,37.561578,126.919992,1982
월세,250,"4,000",92,1/5,북동향,37.563873,126.913765,1176
월세,130,"2,000",35,B1/3,남서향,37.554407,126.92772,1471
월세,"1,000",2억,207,1/5,서향,37.554338,126.920992,2305
월세,700,1억,199,4/6,동향,37.555319,126.9112,875
월세,170,"3,000",55,4/5,동향,37.551733,126.921637,917
월세,300,"5,000",59,1/2,동향,37.555229,126.910468,910
월세,630,"1억 3,000",99,1/9,남동향,37.553902,126.919343,9360
월세,290,"5,000",117,2/6,북서향,37.547567,126.923461,870
월세,80,"1,000",26,1/4,남동향,37.554694,126.932596,834
월세,300,"4,000",48,1/4,동향,37.550521,126.910716,3589
월세,300,"5,000",33,1/3,북서향,37.552112,126.923814,892
월세,"1,500","1억 5,000",198,1/4,북서향,37.555493,126.92598,10072
월세,380,"5,000",99,5/5,서향,37.549063,126.920963,934
월세,230,"4,500",72,2/3,남향,37.548324,126.921913,934
월세,160,"2,500",6,1/6,북동향,37.541275,126.941288,1690
월세,450,"6,000",184,1/4,남향,37.549223,126.906413,3589
월세,60,"1,000",49,1/4,남동향,37.555918,126.947268,2811
월세,300,"3,000",222,B1/6,북서향,37.5561,126.89963,1740
월세,500,"7,000",148,2/5,북향,37.551141,126.922479,881
월세,500,"1억 5,000",128,2/4,남서향,37.555915,126.924848,7753
월세,"4,200",7억,667,1/3,남향,37.552473,126.92299,2305
월세,"3,000",5억,62,1/2,남향,37.554256,126.922427,943
월세,130,"1,000",84,3/5,북서향,37.540444,126.948758,4364
월세,170,"2,000",67,1/4,남향,37.557284,126.903876,902
월세,190,"1,500",23,1/1,북향,37.555411,126.927736,1471
월세,400,"3,000",141,B1/4,북서향,37.554096,126.920572,2305
월세,390,"5,000",62,1/3,,37.561403,126.924733,7147
월세,200,"2,000",144,B1/3,남서향,37.557887,126.928091,1838
월세,95,"1,500",38,1/5,남향,37.559067,126.912383,1158
월세,73,"1,000",26,1/1,북향,37.552925,126.904776,987
월세,230,"4,000",125,3/4,남향,37.550276,126.922663,940
월세,600,2억,132,1/2,남향,37.545646,126.915937,6583
월세,131,"2,000",36,1/4,,37.557422,126.904276,902
월세,470,"6,000",200,2/4,남서향,37.554202,126.916781,7549
월세,320,"5,000",185,B1/9,북향,37.547611,126.920785,2663
월세,350,"5,000",193,3/5,동향,37.551819,126.922532,917
월세,70,"1,000",26,1/3,남향,37.565383,126.916598,1097
월세,170,"2,000",66,2/4,동향,37.548453,126.922152,940
월세,110,"2,000",46,2/2,남서향,37.549302,126.909552,3589
월세,450,"5,000",80,5/5,동향,37.549925,126.92274,940
월세,380,"6,000",112,3/6,동향,37.548845,126.920904,934
월세,280,"5,000",56,1/4,북동향,37.550142,126.91028,3589
월세,500,1억,44,1/5,동향,37.556935,126.925396,3773
월세,180,"2,000",52,1/3,북향,37.555191,126.930731,834
월세,250,"4,000",62,B1/2,동향,37.55482,126.930797,834
